"title","channel","url","type","linked_to","transcription","likes","comments","views","published_at"
"ESCALA 6x1: especialistas analisam proporção popular da discussão no Brasil","Jornalismo TV Cultura","https://www.youtube.com/watch?v=Xmk_Fd7eGEI","Principal","O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // O FIM DA ESCALA 6X1 EXPLICADO // Por que a proposta do fim da escala 6x1 é a 4x3? // O fim da Escala 6x1: Como essa mudança afeta Pequenos Empresários e Trabalhadores // FIM DA ESCALA 6X1 NOS CONCURSOS PÚBLICOS. O que muda na prática? // Kim Kataguiri fala de escala 6x1 e governo Lula // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // Escala 6x1: Como surgiu o debate sobre o assunto? #trabalhadores #6x1 #direitostrabalhistas // ESCALA 6x1: INTERNET VIRALIZA VÍDEO DE FELICIANO E MONARK QUE PARECE COISA DO SÉCULO 19 | Cortes 247 // A maioria do povo brasileiro quer o fim da escala 6x1 // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // Cleitinho confronta aliados e quer Fim da Escala 6x1- Nikolas Ferreira rebate críticas // Como sair da escala 6x1 e começar no Youtube (sem passar fome) // FIM DA ESCALA 6x1 // DESABAFO ESCALA 6X1: A REALIDADE DOS TRABALHADORES BRASILEIROS! | REACT. Luideverso // ","transcriptions.txt","1535","568","41582","2024-11-14"
"Novidades sobre o fim da escala 6x1!","Alexandre Ferreira","https://www.youtube.com/watch?v=3esWKqu2UGI","Principal","Entenda o que propõe a PEC do fim da escala 6x1 | CNN NOVO DIA // FIM DA ESCALA 6X1: ENTENDA COMO FUNCIONA O MODELO ATUAL E O QUE PODE MUDAR! // Vida Além do Trabalho: fim da escala 6x1 começou com debate da Constituição | Carlos Juliano Barros // Escala 6x1: PEC pelo fim da jornada de trabalho 6x1 chega a 134 assinaturas; são necessárias 171 // PEC que proíbe escala 6x1 consegue 171 assinaturas | LIVE CNN // Escala 6x1: Com PEC, PSOL sai das cordas e consegue emplacar pauta antissistema, diz Josias de Souza // PEC do fim da escala 6x1 atinge assinaturas necessárias para tramitar // 🔥Erika Hilton pauta fim da escala 6x1 e bomba nas redes🔥Nikolas Ferreira massacrado por votar contra // PEC da escala 6x1: Nikolas Ferreira diz que proposta é &quot;terrivelmente elaborado&quot; l O POVO NEWS // PROPOSTA sobre o FIM da ESCALA 6X1 // ESCALA 6X1: PEC QUE QUER REDUZIR JORNADA DE TRABALHO CONSEGUE ASSINATURAS PARA SER PROTOCOLADO // Fim da escala 6x1: Proposta se aproxima de 150 assinaturas | O POVO NEWS // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // O POVO FALA: FIM DA ESCALA 6X1, QUAL A OPINIÃO DO TRABALHADOR? // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // ","transcriptions.txt","3550","294","28023","2024-11-18"
"ESCALA 6X1 E A ROMANTIZAÇÃO DO SOFRIMENTO | Marcos Lacerda, psicólogo","Nós da Questão","https://www.youtube.com/watch?v=HA5YWatvbOA","Principal","FIM DA ESCALA 6X1 // URGENTE: FIM DA ESCALA 6X1 EXPLICADO ENTENDA DE UMA VEZ POR TODAS // Escala 6x1 e os impactos na vida do trabalhador brasileiro | Papo Rápido | GNT // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // PÂNICO ANALISA NOVOS DETALHES SOBRE A POLÊMICA ESCALA 6X1 E DEBATE AO VIVO! // O DESABAFO DE UM TRABALHADOR ESCALA 6X1 // FIM DA ESCALA 6X1: ENTENDA A PROPOSTA ABSURDA QUE PODE DESTRUIR O BRASIL! // Essa escala 6x1 eu não aguento mais #shorts #drama // A Escala 6x1 não é sua Verdadeira Inimiga // Estou revoltado! com essa escala 6x1 (O início de tudo) // Escala 6x1 ESCRAVIDÃO moderna! (Jovem fuja disso) // ESCALA 6X1 É A ESCRAVIDÃO MODERNA DO SECULO XXI ?? [REACT] // FIM DA ESCALA 6x1 // ","transcriptions.txt","14975","1287","70052","2024-11-24"
"Escala 6x1 na Matrix !","Anima Tube","https://www.youtube.com/watch?v=5hFIB3WZ35w","Principal","","transcriptions.txt","14319","295","111629","2024-11-28"
"ANALISANDO AS POLÊMICAS (E MEMES) SOBRE A ESCALA 6X1 | Diva Depressão","Diva Depressão ","https://www.youtube.com/watch?v=uN4S38N6y-k","Principal","Entenda o que propõe a PEC do fim da escala 6x1 | CNN NOVO DIA // Como o fim da escala 6x1 pode impactar o mercado de trabalho // Escala 6x1: PEC pelo fim da jornada de trabalho 6x1 chega a 134 assinaturas; são necessárias 171 // AS MENTIRAS DE NIKOLAS FERREIRA SOBRE A ESCALA 6x1 // FIM DA ESCALA 6X1 (COM ESTUDOS) • Física e Afins // URGENTE: A Escala 6x1 vai acabar? // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // NEGARAM O FIM DA ESCALA 6X1!!? #clt #meme #memes #engraçado // FIM DA ESCALA 6X1: Katia começa a trabalhar no Supermercado e já se mete em confusão: CLT // A PEC do fim da ESCALA 6X1 vai ARRUINAR sua vida // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // O fim da Escala 6x1: Como essa mudança afeta Pequenos Empresários e Trabalhadores // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // COMO O FIM DA ESCALA 6X1 PODE IMPACTAR EMPRESAS E TRABALHADORES? #FN // Leo Picon volta a se pronunciar após polêmica da escala 6x1 // Trabalhadora em escala 6x1 explica por que apoia PEC: &#39;Quero criar memórias com a minha filha&#39; // PEC do fim da escala 6x1 é uma farsa // NANDO MOURA CONTRA A ESCALA 6X1 // Escala 6x1: eu sou contra! // Escala 6x1: A Escravidão dos Tempos Modernos! // Escala 6x1 - o que não te contaram // O QUE NÃO TE CONTAM SOBRE O FIM DA ESCALA 6X1? // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // tentando SER FELIZ mesmo na ESCALA 6X1! #curiosidades #trabalho // FIM DA ESCALA 6X1: ENTENDA A PROPOSTA ABSURDA QUE PODE DESTRUIR O BRASIL! // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // FIM DA ESCALA 6X1 // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // A escala 6x1 vai continuar e não haverá mudanças // ESCALA 6x1 // 3 trabalhos para fugir da escala 6x1 #trabalho#work#escala#6x1 // A Escala 6x1 não é sua Verdadeira Inimiga // Fim da escala 6x1 e o Deputado Marco Feliciano // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // É o fim da escala 6x1? // Escala 6x1 tem que acabar, os piores argumentos. // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // FIM DA ESCALA 6X1 #6x1 #escala6x1 #clt // ESCALA 6X1 É A ESCRAVIDÃO MODERNA DO SECULO XXI ?? [REACT] // ","transcriptions.txt","35107","1123","409148","2024-11-18"
"O Fim da Escala 6 X 1","José Kobori","https://www.youtube.com/watch?v=K5gc5_r2QdM","Principal","Entenda o que propõe a PEC do fim da escala 6x1 | CNN NOVO DIA // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // a TRUE por trás da escala 6x1 // FIM DA ESCALA DE TRABALHO 6x1: o que está sendo proposto? Como começou o movimento? ESTADÃO EXPLICA // ESCALA 6X1: FIQUE RICO OU MORRA TENTANDO - DIRETO DO FIM DO MUNDO EP 08 // Fim da escala 6x1 vai &quot;quebrar a economia&quot; ? // Fim da escala de 6x1: PEC tem mais de 130 assinaturas | CNN NOVO DIA // Fim da Escala 6x1 e 44h Vai Destruir Algumas Empresas, Odeio 6x1, mas entenda que.... // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // Refutando as mentiras de Nikolas Ferreira sobre o fim da escala 6x1 // URGENTE: A Escala 6x1 vai acabar? // O FIM DA ESCALA 6X1 EXPLICADO // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // TRABALHADOR EXAUSTO FAZ DESABAFO SOBRE ESCALA 6X1 // Desabafo REAL Sobre a Escala 6x1: Vale a Pena? // ESCALA 6x1: A ROTINA QUE DESTRÓI MILHÕES de BRASILEIROS (Vídeo Irrefutável) // O FIM DA JORNADA 6x1... TUDO O QUE VOCÊ PRECISA SABER! // Fim da escala 6x1 | Parte 1 // Por que a proposta do fim da escala 6x1 é a 4x3? // A ESCALA 6x1 VAI ACABAR? | PAUTA QUENTE // Escala 6x1: JADE PICON se posiciona após fala POLÊMICA do irmão; veja vídeo // 🟡🔵 TRABALHO ESCALA 6x1. FEZ UM ESTRAGO NA MINHA VIDA // ESCALA 6X1 Saiba o que já está em vigor! // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // Fim da escala 6x1 | Entenda agora // O fim da Escala 6x1: Como essa mudança afeta Pequenos Empresários e Trabalhadores // FIM DA ESCALA 6X1 NOS CONCURSOS PÚBLICOS. O que muda na prática? // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // Quer ARRUINAR a sua vida? Trabalhe na ESCALA 6X1 // VALE A PENA DESTRUIR SUA VIDA EM UM SUBEMPREGO? | ESCALA 6X1 // ESCALA 6X1 e fim do concurso de CARREIRA! Concurso CLT agora! // PAULO KOGOS TENTA EXPLICAR PORQUE É A FAVOR DA ESCALA 6X1 | Galãs Feios // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // ADEUS ESCALA 6X1, ADEUS SUPERMERCADO : PEDI DEMISSÃO !! // PEC do fim da escala 6x1 é uma farsa // PELO FIM DA ESCALA 6X1! PAUTA GANHA REDES SOCIAIS! Hora de PRESSIONAR // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // NANDO MOURA CONTRA A ESCALA 6X1 // SENADOR DE EXTREMA DIREITA É CONTRA ESCALA 6X1 E A FAVOR DOS TRABALHADORES | Galãs Feios // Escala 6x1: A Escravidão dos Tempos Modernos! // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // ZEUS REAGE: O PROBLEMA SÃO VOCÊS E NÃO A ESCALA 6X1! // FIM DA ESCALA 6X1 COM REDUÇÃO DE JORNADA DE TRABALHO - APROVAÇÃO PELOS DEPUTADOS FIM DA ESCALA 6X1 // A DEPRESSÃO de Trabalhar na ESCALA 6x1 // A ESCALA 6x1 TEM QUE ACABAR - MURILO REAGE (Cortes da Live do Suco de Brasil) // NATHAN M.B.C. MANDA A REAL SOBRE A ESCALA DE TRABALHO 6X1 (VAT: MOVIMENTO VIDA ALÉM DO TRABALHO) // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // Fiz uma comparação da escala 6X1 do trabalhador com a do político. // FIM DA ESCALA 6x1 #hamletpng #shorts // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // A maioria do povo brasileiro quer o fim da escala 6x1 // Como SAIR da ESCALA 6X1 para sempre // Essa escala 6x1 eu não aguento mais #shorts #drama // DESABAFO DA ESCALA 6X1 // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // CLT e a ESCALA 6X1 - Fuja Disso! // Fim da escala 6x1 // ZEUS REAGE: A ESCALA 6X1 VAI ACABAR COM A BOLSA // 2 passos para TANKAR e SAIR da ESCALA 6x1 // CLT | SÓ IDIOTAS RECLAMAM DA ESCALA 6X1 // FIM DA ESCALA 6X1 // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // Cleitinho confronta aliados e quer Fim da Escala 6x1- Nikolas Ferreira rebate críticas // Como sair da escala 6x1 e começar no Youtube (sem passar fome) // FIM DA ESCALA 6x1 // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // TRABALHAR NA ESCALA 6X1 VAI ARRUINAR SUA VIDA? (1 DE 2) - REACT @mbcnate // Escala 6x1 tem que acabar, os piores argumentos. // DESABAFO ESCALA 6X1: A REALIDADE DOS TRABALHADORES BRASILEIROS! | REACT. Luideverso // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // ESCALA 6X1 É A ESCRAVIDÃO MODERNA DO SECULO XXI ?? [REACT] // Escala 6X1 #direito #escala6x1 #6x1 #bolsonaro #lula #direita #esquerda #trabalho #trabalhadores // MAMAEFALEI FOI REFUTADO CONTRA A ESCALA 6X1 | Cortes do @MBLiveTV // ESCALA 6X1 | SÓ IDIOTAS E IMBECIS RECLAMAM DISSO // A ESCALA 6x1 ESTÁ ACABANDO COM VOCÊ? // A escala 6x1 é o pior erro do bostil // O que não te contaram sobre o FIM DA ESCALA 6x1 // ","transcriptions.txt","17242","1622","101761","2024-11-13"
"ESCALA 6X1 #memes #escala6x1 #6x1","animadorgas","https://www.youtube.com/watch?v=1S0m0MAkk6Y","Principal","Assine a petição pra acabar com a escala 6x1, link nos comentários #punkbrasil #escala6x1 #memes // Já assinou a petição contra a escala 6x1? #memes #punkbrasil #vat #movimentovidaalemdotrabalho #punk // Escala 6x1 tem que acabar!... #fimescala6x1 #clt #trabalhador #6x1 // E quem não é a favor do fim da escala 6x1? // Escala 6x1??? #escala #6x1 #policialmilitar #policia #police #exercito #trabalho #clt // Escala 6x1 // Fim da Escala 6X1 // ","transcriptions.txt","85803","1144","844968","2024-11-14"
"FIM DA ESCALA 6X1 APROVADO NA CÂMARA DOS DEPUTADOS - REDUÇÃO DA JORNADA DE TRABALHO","Mateus Freitas Contábil","https://www.youtube.com/watch?v=9c5xxlxckow","Principal","FIM DA ESCALA 6X1: ENTENDA COMO FUNCIONA O MODELO ATUAL E O QUE PODE MUDAR! // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // Mudança na ESCALA 6X1 foi APROVADA? Veja os próximos passos // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // FIM DA ESCALA 6X1 COM REDUÇÃO DE JORNADA DE TRABALHO - APROVAÇÃO PELOS DEPUTADOS FIM DA ESCALA 6X1 // ","transcriptions.txt","575","187","10869","2024-11-21"
"Erika Hilton fala à CNN sobre PEC do fim da escala 6X1 | BASTIDORES CNN","CNN Brasil","https://www.youtube.com/watch?v=sf6dNreRpyU","Principal","","transcriptions.txt","8973","2571","217984","2024-11-15"
"FIM DA ESCALA 6X1: ENTENDA COMO FUNCIONA O MODELO ATUAL E O QUE PODE MUDAR!","Itatiaia","https://www.youtube.com/watch?v=JckV2ZpKM1M","Principal","Entenda o que propõe a PEC do fim da escala 6x1 | CNN NOVO DIA // Fim da escala 6x1: projeto domina redes sociais e pressiona deputados | SBT Brasil (11/11/24) // Fim da escala 6x1: assinaturas necessárias protocolar PEC é atingida | SBT Brasil (13/11/24) // 6x1: entenda o projeto que pede o fim da escala 6x1 | Leonardo Sakamoto // Novidades sobre o fim da escala 6x1! // FIM DA ESCALA 6X1 APROVADO NA CÂMARA DOS DEPUTADOS - REDUÇÃO DA JORNADA DE TRABALHO // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // FIM DA ESCALA DE TRABALHO 6x1: o que está sendo proposto? Como começou o movimento? ESTADÃO EXPLICA // Escala 6x1: O Que Ninguém Te Conta Sobre Seus Direitos e o Que Pode Mudar em Breve! // Fim da escala 6x1? Veja o que pode mudar na jornada de trabalho // PEC pelo fim da escala 6x1 consegue assinaturas para ser protocolada na Câmara, diz Erika Hilton // Como o fim da escala 6x1 pode impactar o mercado de trabalho // FIM DA ESCALA 6X1:  É POSSÍVEL DAR MAIS FOLGA PARA O TRABALHADOR?  | PALAVRA ABERTA // Erika Hilton espera ter apoio do governo para fim da escala 6x1 | LINHA DE FRENTE // Escala 6x1: Deputado do PT defende jornada de 36 horas e propõe transição: &#39;Não tem custo&#39; // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // Vida Além do Trabalho: fim da escala 6x1 começou com debate da Constituição | Carlos Juliano Barros // Escala 6x1: PEC pelo fim da jornada de trabalho 6x1 chega a 134 assinaturas; são necessárias 171 // FIM DA ESCALA 6X1 (COM ESTUDOS) • Física e Afins // FIM DA ESCALA 6X1 FUNCIONARIA NO BRASIL? // PEC que proíbe escala 6x1 consegue 171 assinaturas | LIVE CNN // NEGARAM O FIM DA ESCALA 6X1!!? #clt #meme #memes #engraçado // FIM DA ESCALA DE TRABALHO 6X1 &#39;IRIA ANULAR REFORMA TRABALHISTA&quot;, DIZ PRESIDENTE DO BANCO CENTRAL // Escala 6x1: uma nova era de avaliação no trabalho ou risco à Justiça Trabalhista? // Mudança na ESCALA 6X1 foi APROVADA? Veja os próximos passos // PEC da escala 6x1: Nikolas Ferreira é cobrado por não assinar texto // Escala 6x1: Com PEC, PSOL sai das cordas e consegue emplacar pauta antissistema, diz Josias de Souza // Proposta do fim da escala 6x1 recebe apoio popular // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // PEC do fim da escala 6x1 atinge assinaturas necessárias para tramitar // O que é a PEC da escala 6x1 // Feliciano sobre Escala 6x1: &quot;Nos EUA, todos trabalham até a exaustão pra ver prosperidade e riqueza&quot; // Escala 6x1: PEC deve ter as assinaturas suficientes nesta semana, diz deputada Erika Hilton // O fim da Escala 6x1: Como essa mudança afeta Pequenos Empresários e Trabalhadores // 🔥Erika Hilton pauta fim da escala 6x1 e bomba nas redes🔥Nikolas Ferreira massacrado por votar contra // Kim Kataguiri fala de escala 6x1 e governo Lula // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // PEC da escala 6x1: Nikolas Ferreira diz que proposta é &quot;terrivelmente elaborado&quot; l O POVO NEWS // PROPOSTA sobre o FIM da ESCALA 6X1 // ESCALA 6X1: PEC QUE QUER REDUZIR JORNADA DE TRABALHO CONSEGUE ASSINATURAS PARA SER PROTOCOLADO // COMO O FIM DA ESCALA 6X1 PODE IMPACTAR EMPRESAS E TRABALHADORES? #FN // O FIM DA ESCALA 6X1 (ninguém quer trabalhar😢) // Fim da escala 6x1: Proposta se aproxima de 150 assinaturas | O POVO NEWS // PEC do fim da escala 6x1 é uma farsa // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // ESCALA 6x1: INTERNET VIRALIZA VÍDEO DE FELICIANO E MONARK QUE PARECE COISA DO SÉCULO 19 | Cortes 247 // ESCALA 6x1: Será o fim desse modelo de trabalho? // O POVO FALA: FIM DA ESCALA 6X1, QUAL A OPINIÃO DO TRABALHADOR? // Fim da escala 6x1: Entenda projeto apresentado por Erika Hilton que agita redes sociais |O POVO NEWS // FIM DA ESCALA 6X1 COM REDUÇÃO DE JORNADA DE TRABALHO - APROVAÇÃO PELOS DEPUTADOS FIM DA ESCALA 6X1 // PEC do Fim da Escala 6x1: O Que Muda para os Trabalhadores? // Pelo fim da escala 6x1 // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // Jornal Acontece: Audiência Pública pelo fim da escala 6x1 // Fim da escala 6x1? Deputados federais discutem PEC contra jornada | Conversas Cruzadas | 12/11/2024 // Fim da escala 6x1 e o Deputado Marco Feliciano // Marco Feliciano é contra o fim da escala 6x1 // É o fim da escala 6x1? // Fim da escala 6x1! Trabalhadores unidos! // ","transcriptions.txt","1634","592","86469","2024-11-12"
"ninguém aguenta mais a ESCALA 6x1","Gustavo Lazaro","https://www.youtube.com/watch?v=pUv_IhogCe8","Principal","Fim da escala 6x1: projeto domina redes sociais e pressiona deputados | SBT Brasil (11/11/24) // Fim da escala 6x1: assinaturas necessárias protocolar PEC é atingida | SBT Brasil (13/11/24) // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // Fim da escala 6x1 é &#39;bastante prejudicial&#39; ao trabalhador, diz presidente do Banco Central // Debates acalorados na Camara sobre a escala 6x1 // Fim da escala 6x1? Veja o que pode mudar na jornada de trabalho // PEC pelo fim da escala 6x1 consegue assinaturas para ser protocolada na Câmara, diz Erika Hilton // Como o fim da escala 6x1 pode impactar o mercado de trabalho // FIM DA ESCALA 6X1:  É POSSÍVEL DAR MAIS FOLGA PARA O TRABALHADOR?  | PALAVRA ABERTA // Erika Hilton espera ter apoio do governo para fim da escala 6x1 | LINHA DE FRENTE // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // PEC contra escala 6x1: atos em apoio à proposta acontecem ao redor do Brasil | SBT Brasil (15/11/24) // Escala 6x1: PEC pelo fim da jornada de trabalho 6x1 chega a 134 assinaturas; são necessárias 171 // AS MENTIRAS DE NIKOLAS FERREIRA SOBRE A ESCALA 6x1 // PEC contra escala 6x1: atos em apoio à proposta acontecem ao redor do Brasil | SBT Brasil (15/11/24) // FIM DA ESCALA 6X1 FUNCIONARIA NO BRASIL? // FIM DA ESCALA DE TRABALHO 6X1 &#39;IRIA ANULAR REFORMA TRABALHISTA&quot;, DIZ PRESIDENTE DO BANCO CENTRAL // Escala 6x1: uma nova era de avaliação no trabalho ou risco à Justiça Trabalhista? // ESCALA 6x1: A ROTINA QUE DESTRÓI MILHÕES de BRASILEIROS (Vídeo Irrefutável) // Escala 6x1 e os impactos na vida do trabalhador brasileiro | Papo Rápido | GNT // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // JAMAIS TRABALHE NA ESCALA 6x1 // O que é a PEC da escala 6x1 // Feliciano sobre Escala 6x1: &quot;Nos EUA, todos trabalham até a exaustão pra ver prosperidade e riqueza&quot; // Escala 6x1: PEC deve ter as assinaturas suficientes nesta semana, diz deputada Erika Hilton // Vereador eleito no Rio com proposta contra escala 6x1 celebra repercussão: ‘Sonhei com esse dia’ // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // COMO O FIM DA ESCALA 6X1 PODE IMPACTAR EMPRESAS E TRABALHADORES? #FN // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // PEC do fim da escala 6x1 é uma farsa // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // O DESABAFO DE UM TRABALHADOR ESCALA 6X1 // O POVO FALA: FIM DA ESCALA 6X1, QUAL A OPINIÃO DO TRABALHADOR? // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // Trabalhe na escala 6x1 e morra de trabalhar (ganhando um salário mínimo) // FIM DA ESCALA 6X1: ENTENDA A PROPOSTA ABSURDA QUE PODE DESTRUIR O BRASIL! // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // O FIM DA ESCALA 6X1 É UMA UTOPIA NO BRASIL! // FIM DA ESCALA 6X1 // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // Fim da escala 6x1 e o Deputado Marco Feliciano // A escala 6x1 tem que acabar no BOSTIL! // Marco Feliciano é contra o fim da escala 6x1 // DESABAFO ESCALA 6X1: A REALIDADE DOS TRABALHADORES BRASILEIROS! | REACT. Luideverso // Fim da escala 6x1! Trabalhadores unidos! // FIM DA ESCALA 6x1 // Desabafo de um jovem trabalhador na escala 6x1 // #noticias #escala #6x1 #pec #constituicaofederal #fim // ","transcriptions.txt","12024","2117","102061","2024-11-13"
